URL	TITLE	H1	RESPONSE_TIME	LEVEL
https://rozetka.com.ua/pero_9789664629086/p72205101/	ROZETKA | Всё о кролике Питере - Поттер Б. (9789664629086). Цена, купить Всё о кролике Питере - Поттер Б. (9789664629086) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Всё о кролике Питере - Поттер Б. (9789664629086): обзор, описание, продажа	Всё о кролике Питере - Поттер Б. (9789664629086)	0.86	3
https://rozetka.com.ua/neolight_tetta_plus_i_solo_silver/p90111782/	ROZETKA | Комплект видеодомофона NeoLight Tetta Plus и Solo Silver. Цена, купить Комплект видеодомофона NeoLight Tetta Plus и Solo Silver в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Комплект видеодомофона NeoLight Tetta Plus и Solo Silver: обзор, описание, продажа.	Комплект видеодомофона NeoLight Tetta Plus и Solo Silver	0.24	3
http://rozetka.com.ua/lenne_4741578216146/p54912528/	ROZETKA | Зимняя куртка-пуховик Lenne Franky 18538/613 122 см Красная (4741578216146). Цена, купить Зимняя куртка-пуховик Lenne Franky 18538/613 122 см Красная (4741578216146) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Зимняя куртка-пуховик Lenne Franky 18538/613 122 см Красная (4741578216146): обзор, описание, продажа.	Зимняя куртка-пуховик Lenne Franky 18538/613 122 см Красная (4741578216146)	2.37	3
http://rozetka.com.ua/bastion_2220000019330/p24403603/	ROZETKA | Ботинки Bastion 081с 44 29 см (2220000019330). Цена, купить Ботинки Bastion 081с 44 29 см (2220000019330) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Bastion 081с 44 29 см (2220000019330): обзор, описание, продажа.	Ботинки Bastion 081с 44 29 см (2220000019330)	1.86	3
https://rozetka.com.ua/intertool_et_6036/p231705/	ROZETKA | Профессиональный набор инструментов Intertool 1/4", 36 предметов (ET-6036). Цена, купить Профессиональный набор инструментов Intertool 1/4", 36 предметов (ET-6036) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Профессиональный набор инструментов Intertool 1/4", 36 предметов (ET-6036): обзор, описание, продажа	Профессиональный набор инструментов Intertool 1/4", 36 предметов (ET-6036)	0.45	3
http://rozetka.com.ua/aris_roz6206103310/p146192041/	ROZETKA | Куртка ARIS Хлоя XL (50) Черная с розовым (ROZ6206103310). Цена, купить Куртка ARIS Хлоя XL (50) Черная с розовым (ROZ6206103310) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Куртка ARIS Хлоя XL (50) Черная с розовым (ROZ6206103310): обзор, описание, продажа.	Куртка ARIS Хлоя XL (50) Черная с розовым (ROZ6206103310)	1.56	3
https://rozetka.com.ua/intertool_et_6108/p231718/	ROZETKA | Профессиональный набор инструментов Intertool 1/4", 1/2", 108 предметов (ET-6108). Цена, купить Профессиональный набор инструментов Intertool 1/4", 1/2", 108 предметов (ET-6108) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Профессиональный набор инструментов Intertool 1/4", 1/2", 108 предметов (ET-6108): обзор, описание, продажа.	Профессиональный набор инструментов Intertool 1/4", 1/2", 108 предметов (ET-6108)	0.06	3
https://rozetka.com.ua/selpak_8690530125001/p7689069/	ROZETKA | Бумажные полотенца Selpak 3 слоя 90 отрывов 12 рулонов (8690530125001). Цена, купить Бумажные полотенца Selpak 3 слоя 90 отрывов 12 рулонов (8690530125001) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Бумажные полотенца Selpak 3 слоя 90 отрывов 12 рулонов (8690530125001): обзор, описание, продажа	Бумажные полотенца Selpak 3 слоя 90 отрывов 12 рулонов (8690530125001)	0.45	3
http://rozetka.com.ua/bastion_2220000019316/p24403526/	ROZETKA | Ботинки Bastion 081с 42 27 см (2220000019316). Цена, купить Ботинки Bastion 081с 42 27 см (2220000019316) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Bastion 081с 42 27 см (2220000019316): обзор, описание, продажа.	Ботинки Bastion 081с 42 27 см (2220000019316)	0.1	3
https://rozetka.com.ua/kappa_2991024256161/p100042160/	ROZETKA | Пуховик Kappa 100767-99 S Черный (2991024256161). Цена, купить Пуховик Kappa 100767-99 S Черный (2991024256161) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Пуховик Kappa 100767-99 S Черный (2991024256161): обзор, описание, продажа.	Пуховик Kappa 100767-99 S Черный (2991024256161)	3.49	3
https://rozetka.com.ua/kiddieland_032730/p237181/	ROZETKA | Игровой набор Загородный дом со световыми и звуковыми эффектами Kiddieland (032730). Цена, купить Игровой набор Загородный дом со световыми и звуковыми эффектами Kiddieland (032730) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Игровой набор Загородный дом со световыми и звуковыми эффектами Kiddieland (032730): обзор, описание, продажа.	Игровой набор Загородный дом со световыми и звуковыми эффектами Kiddieland (032730)	0.09	3
https://rozetka.com.ua/nike_666003159932/p11885371/	ROZETKA | Ботинки Nike Hoodland Suede 654888-090 43 (10.5) 28.5 см (666003159932). Цена, купить Ботинки Nike Hoodland Suede 654888-090 43 (10.5) 28.5 см (666003159932) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Nike Hoodland Suede 654888-090 43 (10.5) 28.5 см (666003159932): обзор, описание, продажа.	Ботинки Nike Hoodland Suede 654888-090 43 (10.5) 28.5 см (666003159932)	1.64	3
https://rozetka.com.ua/lenne_4741578216153/p54912534/	ROZETKA | Зимняя куртка-пуховик Lenne Franky 18538/613 128 см Красная (4741578216153). Цена, купить Зимняя куртка-пуховик Lenne Franky 18538/613 128 см Красная (4741578216153) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Зимняя куртка-пуховик Lenne Franky 18538/613 128 см Красная (4741578216153): обзор, описание, продажа	Зимняя куртка-пуховик Lenne Franky 18538/613 128 см Красная (4741578216153)	0.65	3
https://rozetka.com.ua/new_balance_193362112655/p100675639/	ROZETKA | Кроссовки New Balance 373 ML373MBT 43 (10) 28 см (193362112655). Цена, купить Кроссовки New Balance 373 ML373MBT 43 (10) 28 см (193362112655) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Кроссовки New Balance 373 ML373MBT 43 (10) 28 см (193362112655): обзор, описание, продажа.	Кроссовки New Balance 373 ML373MBT 43 (10) 28 см (193362112655)	0.08	3
https://rozetka.com.ua/hp_pavilion_gaming_15_8kq56ea/p136177698/	ROZETKA | Ноутбук HP Pavilion Gaming 15-cx0033ua (8KQ56EA) Суперцена!!!. Цена, купить Ноутбук HP Pavilion Gaming 15-cx0033ua (8KQ56EA) Суперцена!!! в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ноутбук HP Pavilion Gaming 15-cx0033ua (8KQ56EA) Суперцена!!!: обзор, описание, продажа	Ноутбук HP Pavilion Gaming 15-cx0033ua (8KQ56EA) Суперцена!!!	0.64	3
https://rozetka.com.ua/nike_666003159291/p47303208/	ROZETKA | Ботинки Nike Hoodland Suede 654888-090 39 (7) 25 см (666003159291). Цена, купить Ботинки Nike Hoodland Suede 654888-090 39 (7) 25 см (666003159291) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Nike Hoodland Suede 654888-090 39 (7) 25 см (666003159291): обзор, описание, продажа	Ботинки Nike Hoodland Suede 654888-090 39 (7) 25 см (666003159291)	0.5	3
https://rozetka.com.ua/jameson_5011007003005/p4718917/	ROZETKA | Виски Jameson Irish Whiskey 0.7 л 40% (5011007003005). Цена, купить Виски Jameson Irish Whiskey 0.7 л 40% (5011007003005) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Виски Jameson Irish Whiskey 0.7 л 40% (5011007003005): обзор, описание, продажа	Виски Jameson Irish Whiskey 0.7 л 40% (5011007003005)	0.19	3
https://rozetka.com.ua/nike_666003159925/p11885357/	ROZETKA | Ботинки Nike Hoodland Suede 654888-090 42.5 (10) 28 см (666003159925). Цена, купить Ботинки Nike Hoodland Suede 654888-090 42.5 (10) 28 см (666003159925) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ботинки Nike Hoodland Suede 654888-090 42.5 (10) 28 см (666003159925): обзор, описание, продажа.	Ботинки Nike Hoodland Suede 654888-090 42.5 (10) 28 см (666003159925)	0.08	3
https://rozetka.com.ua/buromax_bm_6242_01/p3789597/	ROZETKA | Металлическая подставка для канцелярских принадлежностей Buromax Черный (BM.6242-01). Цена, купить Металлическая подставка для канцелярских принадлежностей Buromax Черный (BM.6242-01) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Металлическая подставка для канцелярских принадлежностей Buromax Черный (BM.6242-01): обзор, описание, продажа	Металлическая подставка для канцелярских принадлежностей Buromax Черный (BM.6242-01)	0.65	3
https://rozetka.com.ua/kappa_2991024256185/p100042148/	ROZETKA | Пуховик Kappa 100767-99 L Черный (2991024256185). Цена, купить Пуховик Kappa 100767-99 L Черный (2991024256185) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Пуховик Kappa 100767-99 L Черный (2991024256185): обзор, описание, продажа.	Пуховик Kappa 100767-99 L Черный (2991024256185)	0.08	3
http://rozetka.com.ua/lenne_4741578216160/p54912540/	ROZETKA | Зимняя куртка-пуховик Lenne Franky 18538/613 134 см Красная (4741578216160). Цена, купить Зимняя куртка-пуховик Lenne Franky 18538/613 134 см Красная (4741578216160) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Зимняя куртка-пуховик Lenne Franky 18538/613 134 см Красная (4741578216160): обзор, описание, продажа.	Зимняя куртка-пуховик Lenne Franky 18538/613 134 см Красная (4741578216160)	0.5	3
https://rozetka.com.ua/greenfield_4823096806105/p59503048/	ROZETKA | Набор чая пакетированный Greenfield Premium tea Collection 24 вида 96 шт (4823096806105). Цена, купить Набор чая пакетированный Greenfield Premium tea Collection 24 вида 96 шт (4823096806105) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Набор чая пакетированный Greenfield Premium tea Collection 24 вида 96 шт (4823096806105): обзор, описание, продажа	Набор чая пакетированный Greenfield Premium tea Collection 24 вида 96 шт (4823096806105)	0.55	3
https://rozetka.com.ua/electrolux_eer7animal/p24703385/	ROZETKA | Аккумуляторный пылесос ELECTROLUX EER7ANIMAL. Цена, купить Аккумуляторный пылесос ELECTROLUX EER7ANIMAL в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Аккумуляторный пылесос ELECTROLUX EER7ANIMAL: обзор, описание, продажа	Аккумуляторный пылесос ELECTROLUX EER7ANIMAL	0.25	3
https://rozetka.com.ua/tullamore_dew_5011026108033/p5886393/	ROZETKA | Виски Tullamore Dew Original 0.7 л 40% (5011026108033). Цена, купить Виски Tullamore Dew Original 0.7 л 40% (5011026108033) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Виски Tullamore Dew Original 0.7 л 40% (5011026108033): обзор, описание, продажа.	Виски Tullamore Dew Original 0.7 л 40% (5011026108033)	4.24	3
https://rozetka.com.ua/asus_90nb0n12_m01880/p96163792/	ROZETKA | Ноутбук Asus X509FL-BQ053 (90NB0N12-M01880) Slate Grey Суперцена!!!. Цена, купить Ноутбук Asus X509FL-BQ053 (90NB0N12-M01880) Slate Grey Суперцена!!! в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Ноутбук Asus X509FL-BQ053 (90NB0N12-M01880) Slate Grey Суперцена!!!: обзор, описание, продажа.	Ноутбук Asus X509FL-BQ053 (90NB0N12-M01880) Slate Grey Суперцена!!!	0.07	3
https://rozetka.com.ua/samsung_sm_m105gdagsek/p89361735/	ROZETKA | Мобильный телефон Samsung Galaxy M10 2/16GB Charcoal Black (SM-M105GDAGSEK). Цена, купить Мобильный телефон Samsung Galaxy M10 2/16GB Charcoal Black (SM-M105GDAGSEK) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Мобильный телефон Samsung Galaxy M10 2/16GB Charcoal Black (SM-M105GDAGSEK): обзор, описание, продажа.	Мобильный телефон Samsung Galaxy M10 2/16GB Charcoal Black (SM-M105GDAGSEK)	0.27	3
https://rozetka.com.ua/lechuza_13364/p6554983/	ROZETKA | Умный вазон Lechuza Puro Color 20 Серый (13364). Цена, купить Умный вазон Lechuza Puro Color 20 Серый (13364) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Умный вазон Lechuza Puro Color 20 Серый (13364): обзор, описание, продажа.	Умный вазон Lechuza Puro Color 20 Серый (13364)	0.08	3
http://rozetka.com.ua/kappa_2991024256192/p100042166/	ROZETKA | Пуховик Kappa 100767-99 XL Черный (2991024256192). Цена, купить Пуховик Kappa 100767-99 XL Черный (2991024256192) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Пуховик Kappa 100767-99 XL Черный (2991024256192): обзор, описание, продажа.	Пуховик Kappa 100767-99 XL Черный (2991024256192)	0.24	3
https://rozetka.com.ua/la_roche_posay_5902503165772/p137231912/	ROZETKA | Набор La Roche Posay Эфаклар для проблемной кожи (5902503165772). Цена, купить Набор La Roche Posay Эфаклар для проблемной кожи (5902503165772) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Набор La Roche Posay Эфаклар для проблемной кожи (5902503165772): обзор, описание, продажа.	Набор La Roche Posay Эфаклар для проблемной кожи (5902503165772)	0.1	3
http://rozetka.com.ua/puma_4060978739599/p149879668/	ROZETKA | Спортивные брюки Puma Amplified Sweat Pants 85473906 L Темно-синие (4060978739599). Цена, купить Спортивные брюки Puma Amplified Sweat Pants 85473906 L Темно-синие (4060978739599) в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Спортивные брюки Puma Amplified Sweat Pants 85473906 L Темно-синие (4060978739599): обзор, описание, продажа.	Спортивные брюки Puma Amplified Sweat Pants 85473906 L Темно-синие (4060978739599)	0.25	3
http://rozetka.com.ua/xiaomi_redmi_note_7_4_64gb_moonlight_white/p111810098/	ROZETKA | Мобильный телефон Xiaomi Redmi Note 7 4/64GB Moonlight White. Цена, купить Мобильный телефон Xiaomi Redmi Note 7 4/64GB Moonlight White в Киеве, Харькове, Днепропетровске, Одессе, Запорожье, Львове. Мобильный телефон Xiaomi Redmi Note 7 4/64GB Moonlight White: обзор, описание, продажа.	Мобильный телефон Xiaomi Redmi Note 7 4/64GB Moonlight White	0.12	3
